Cities of France	Postal code
Montaut 	24560
Montazeau 	24230
Montcaret 	24230
Montferrand-du-Périgord 	24440
Montignac 	24290
Montpeyroux 	24610
Montpon-Ménestérol 	24700
Montrem 	24110
Mouleydier 	24520
Moulin-Neuf 	24700
Mouzens 	24220
Mussidan 	24400
Nabirat 	24250
Nadaillac 	24590
Nailhac 	24390
Nanteuil-Auriac-de-Bourzac 	24320
Nantheuil 	24800
Nanthiat 	24800
Nastringues 	24230
Naussannes 	24440
Négrondes 	24460
Neuvic 	24190
Nojals-et-Clotte 	24440
Nontron 	24300
Notre-Dame-de-Sanilhac 	24660
Orliac 	24170
Orliaguet 	24370
Parcoul 	24410
Paulin 	24590
Paunat 	24510
Paussac-et-Saint-Vivien 	24310
Payzac 	24270
Pazayac 	24120
Périgueux 	24000
Petit-Bersac 	24600
Peyrignac 	24210
Peyrillac-et-Millac 	24370
Peyzac-le-Moustier 	24620
Pezuls 	24510
Piégut-Pluviers 	24360
Plaisance 	24560
Plazac 	24580
Pomport 	24240
Ponteyraud 	24410
Pontours 	24150
Port-Sainte-Foy-et-Ponchapt 	33220
Prats-de-Carlux 	24370
Prats-du-Périgord 	24550
Pressignac-Vicq 	24150
Preyssac-d'Excideuil 	24160
Prigonrieux 	24130
Proissans 	24200
Puymangou 	24410
Puyrenier 	24340
Queyssac 	24140
Quinsac 	24530
Rampieux 	24440
Razac-d'Eymet 	24500
Razac-de-Saussignac 	24240
Razac-sur-l'Isle 	24430
Ribagnac 	24240
Ribérac 	24600
Rouffignac-de-Sigoulès 	24240
Rouffignac-Saint-Cernin-de-Reilhac 	24580
Rudeau-Ladosse 	24340
Sadillac 	24500
Sagelat 	24170
Saint-Agne 	24520
Saint-Amand-de-Belvès 	24170
Saint-Amand-de-Coly 	24290
Saint-Amand-de-Vergt 	24380
Saint-André-d'Allas 	24200
Saint-André-de-Double 	24190
Saint-Antoine-Cumond 	24410
Saint-Antoine-d'Auberoche 	24330
Saint-Antoine-de-Breuilh 	24230
Saint-Aquilin 	24110
Saint-Astier 	24110
Saint-Aubin-de-Cadelech 	24500
Saint-Aubin-de-Lanquais 	24560
Saint-Aubin-de-Nabirat 	24250
Saint-Aulaye 	24410
Saint-Avit-de-Vialard 	24260
Saint-Avit-Rivière 	24540
Saint-Avit-Sénieur 	24440
Saint-Barthélemy-de-Bellegarde 	24700
Saint-Barthélemy-de-Bussière 	24360
Saint-Capraise-d'Eymet 	24500
Saint-Capraise-de-Lalinde 	24150
Saint-Cassien 	24540
Saint-Cernin-de-l'Herm 	24550
Saint-Cernin-de-Labarde 	24560
Saint-Chamassy 	24260
Saint-Cirq 	24260
Saint-Crépin-d'Auberoche 	24330
Saint-Crépin-de-Richemont 	24310
Saint-Crépin-et-Carlucet 	24590
Saint-Cybranet 	24250
Saint-Cyprien 	24220
Saint-Cyr-les-Champagnes 	24270
Saint-Estèphe 	24360
Saint-Etienne-de-Puycorbier 	24400
Saint-Félix-de-Bourdeilles 	24340
Saint-Félix-de-Reillac-et-Mortemart 	24260
Saint-Félix-de-Villadeix 	24510
Saint-Front-d'Alemps 	24460
Saint-Front-de-Pradoux 	24400
Saint-Front-la-Rivière 	24300
Saint-Front-sur-Nizonne 	24300
Saint-Geniès 	24590
Saint-Georges-Blancaneix 	24130
Saint-Georges-de-Montclard 	24140
Saint-Géraud-de-Corps 	24700
Saint-Germain-de-Belvès 	24170
Saint-Germain-des-Prés 	24160
Saint-Germain-du-Salembre 	24190
Saint-Germain-et-Mons 	24520
Saint-Géry 	24400
Saint-Geyrac 	24330
Saint-Hilaire-d'Estissac 	24140
Saint-Jean-d'Ataux 	24190
Saint-Jean-d'Estissac 	24140
Saint-Jean-d'Eyraud 	24140
Saint-Jean-de-Côle 	24800
Saint-Jory-de-Chalais 	24800
Saint-Jory-las-Bloux 	24160
Saint-Julien-d'Eymet 	24500
Saint-Julien-de-Bourdeilles 	24310
Saint-Julien-de-Crempse 	24140
Saint-Julien-de-Lampon 	24370
Saint-Just 	24320
Saint-Laurent-des-Bâtons 	24510
Saint-Laurent-des-Hommes 	24400
Saint-Laurent-des-Vignes 	24100
Saint-Laurent-la-Vallée 	24170
Saint-Laurent-sur-Manoire 	24330
Saint-Léon-d'Issigeac 	24560
Saint-Léon-sur-l'Isle 	24110
Saint-Léon-sur-Vézère 	24290
Saint-Louis-en-l'Isle 	24400
Saint-Maime-de-Péreyrol 	24380
Saint-Marcel-du-Périgord 	24510
Saint-Marcory 	24540
Saint-Martial-d'Albarède 	24160
Saint-Martial-d'Artenset 	24700
Saint-Martial-de-Nabirat 	24250
Saint-Martial-de-Valette 	24300
Saint-Martial-Viveyrol 	24320
Saint-Martin-de-Fressengeas 	24800
Saint-Martin-de-Gurson 	24610
Saint-Martin-de-Ribérac 	24600
Saint-Martin-des-Combes 	24140
Saint-Martin-l'Astier 	24400
Saint-Martin-le-Pin 	24300
Saint-Méard-de-Drône 	24600
Saint-Méard-de-Gurçon 	24610
Saint-Médard-d'Excideuil 	24160
Saint-Médard-de-Mussidan 	24400
Saint-Mesmin 	24270
Saint-Michel-de-Double 	24400
Saint-Michel-de-Montaigne 	24230
Saint-Michel-de-Villadeix 	24380
Saint-Nexans 	24520
Saint-Pancrace 	24530
Saint-Pantaly-d'Ans 	24640
Saint-Pantaly-d'Excideuil 	24160
Saint-Pardoux-de-Drône 	24600
Saint-Pardoux-et-Vielvic 	24170
Saint-Pardoux-la-Rivière 	24470
Saint-Paul-de-Serre 	24380
Saint-Paul-la-Roche 	24800
Saint-Paul-Lizonne 	24320
Saint-Perdoux 	24560
Saint-Pierre-d'Eyraud 	24130
Saint-Pierre-de-Chignac 	24330
Saint-Pierre-de-Côle 	24800
Saint-Pierre-de-Frugie 	24450
Saint-Pompont 	24170
Saint-Priest-les-Fougères 	24450
Saint-Privat-des-Prés 	24410
Saint-Rabier 	24210
Saint-Raphaël 	24160
Saint-Rémy 	24700
Saint-Romain-de-Monpazier 	24540
Saint-Romain-et-Saint-Clément 	24800
Saint-Saud-Lacoussière 	24470
Saint-Sauveur 	24520
Saint-Sauveur-Lalande 	24700
Saint-Seurin-de-Prats 	24230
Saint-Séverin-d'Estissac 	24190
Saint-Sulpice-d'Excideuil 	24800
Saint-Sulpice-de-Mareuil 	24340
Saint-Sulpice-de-Roumagnac 	24600
Saint-Victor 	24350
Saint-Vincent-de-Connezac 	24190
Saint-Vincent-de-Cosse 	24220
Saint-Vincent-Jalmoutiers 	24410
Saint-Vincent-le-Paluel 	24200
Saint-Vincent-sur-l'Isle 	24420
Saint-Vivien 	24230
Sainte-Alvère 	24510
Sainte-Croix 	24440
Sainte-Croix-de-Mareuil 	24340
Sainte-Eulalie-d'Ans 	24640
Sainte-Eulalie-d'Eymet 	24500
Sainte-Foy-de-Belvès 	24170
Sainte-Foy-de-Longas 	24510
Sainte-Innocence 	24500
Sainte-Marie-de-Chignac 	24330
Sainte-Mondane 	24370
Sainte-Nathalène 	24200
Sainte-Orse 	24210
Sainte-Radegonde 	24560
Sainte-Sabine-Born 	24440
Sainte-Trie 	24160
Salagnac 	24160
Salignac-Eyvigues 	24590
Salles-de-Belvès 	24170
Salon 	24380
Sarlande 	24270
Sarlat-la-Canéda 	24200
Sarliac-sur-l'Isle 	24420
Sarrazac 	24800
Saussignac 	24240
Savignac-de-Miremont 	24260
Savignac-de-Nontron 	24300
Savignac-Lédrier 	24270
Savignac-les-Eglises 	24420
Sceau-Saint-Angel 	24300
Segonzac 	24600
Sencenac-Puy-de-Fourches 	24310
Sergeac 	24290
Serres-et-Montguyard 	24500
Servanches 	24410
Sigoulès 	24240
Simeyrols 	24370
Singleyrac 	24500
Siorac-de-Ribérac 	24600
Siorac-en-Périgord 	24170
Sorges 	24420
Soudat 	24360
Soulaures 	24540
Sourzac 	24400
Tamniès 	24620
Teillots 	24390
Temple-Laguyon 	24390
Terrasson-Lavilledieu 	24120
Teyjat 	24300
Thénac 	24240
Thenon 	24210
Thiviers 	24800
Thonac 	24290
Tocane-Saint-Apre 	24350
Tourtoirac 	24390
Trélissac 	24750
Trémolat 	24510
Tursac 	24620
Urval 	24480
Valeuil 	24310
Vallereuil 	24190
Valojoulx 	24290
Vanxains 	24600
Varaignes 	24360
Varennes 	24150
Vaunac 	24800
Vélines 	24230
Vendoire 	24320
Verdon 	24520
Vergt 	24380
Vergt-de-Biron 	24540
Verteillac 	24320
Veyrignac 	24370
Veyrines-de-Domme 	24250
Veyrines-de-Vergt 	24380
Vézac 	24220
Vieux-Mareuil 	24340
Villac 	24120
Villamblard 	24140
Villars 	24530
Villefranche-de-Lonchat 	24610
Villefranche-du-Périgord 	24550
Villetoureix 	24600
Vitrac 	24200
Gironde	34045
Abzac 	33230
Aillas 	33124
Ambarès-et-Lagrave 	33440
Ambès 	33810
Andernos-les-Bains 	33510
Anglade 	33390
Arbanats 	33640
Arbis 	33760
Arcachon 	33120
Arcins 	33460
Arès 	33740
Arsac 	33460
Artigues-près-Bordeaux 	33370
Arveyres 	33500
Asques 	33240
Aubiac 	33430
Aubie-et-Espessas 	33240
Audenge 	33980
Auriolles 	33790
Auros 	33124
Avensan 	33480
Ayguemorte-les-Graves 	33640
Bagas 	33190
Baigneaux 	33760
Balizac 	33730
Barie 	33190
Baron 	33750
Barsac 	33720
Bassanne 	33190
Bassens 	33530
Baurech 	33880
Bayas 	33230
Bayon-sur-Gironde 	33710
Bazas 	33430
Beautiran 	33640
Bégadan 	33340
Bègles 	33130
Béguey 	33410
Belin-Béliet 	33830
Bellebat 	33760
Bellefond 	33760
Belvès-de-Castillon 	33350
Bernos-Beaulac 	33430
Berson 	33390
Berthez 	33124
Beychac-et-Caillau 	33750
Bieujac 	33210
Biganos 	33380
Birac 	33430
Blaignac 	33190
Blaignan 	33340
Blanquefort 	33290
Blasimon 	33540
Blaye 	33390
Blésignac 	33670
Bommes 	33210
Bonnetan 	33370
Bonzac 	33910
Bordeaux 	33000
Bossugan 	33350
Bouliac 	33270
Bourdelles 	33190
Bourg 	33710
Bourideys 	33113
Brach 	33480
Branne 	33420
Brannens 	33124
Braud-et-Saint-Louis 	33820
Brouqueyran 	33124
Bruges 	33520
Budos 	33720
Cabanac-et-Villagrains 	33650
Cabara 	33420
Cadarsac 	33750
Cadaujac 	33140
Cadillac 	33410
Cadillac-en-Fronsadais 	33240
Camarsac 	33750
Cambes 	33880
Camblanes-et-Meynac 	33360
Camiac-et-Saint-Denis 	33420
Camiran 	33190
Camps-sur-l'Isle 	33660
Campugnan 	33390
Canéjan 	33610
Cantenac 	33460
Cantois 	33760
Capian 	33550
Caplong 	33220
Captieux 	33840
Carbon-Blanc 	33560
Carcans 	33121
Cardan 	33410
Carignan-de-Bordeaux 	33360
Cars 	33390
Cartelègue 	33390
Casseuil 	33190
Castelmoron-d'Albret 	33540
Castelnau-de-Médoc 	33480
Castelviel 	33540
Castets-en-Dorthe 	33210
Castillon-de-Castets 	33210
Castillon-la-Bataille 	33350
Castres-Gironde 	33640
Caudrot 	33490
Caumont 	33540
Cauvignac 	33690
Cavignac 	33620
Cazalis 	33113
Cazats 	33430
Cazaugitat 	33790
Cénac 	33360
Cenon 	33150
Cérons 	33720
Cessac 	33760
Cestas 	33610
Cézac 	33620
Chamadelle 	33230
Cissac-Médoc 	33250
Civrac-de-Blaye 	33920
Civrac-en-Médoc 	33340
Civrac-sur-Dordogne 	33350
Cleyrac 	33540
Coimères 	33210
Coirac 	33540
Comps 	33710
Coubeyrac 	33890
Couquèques 	33340
Courpiac 	33760
Cours-de-Monségur 	33580
Cours-les-Bains 	33690
Coutras 	33230
Coutures 	33580
Créon 	33670
Croignon 	33750
Cubnezais 	33620
Cubzac-les-Ponts 	33240
Cudos 	33430
Cursan 	33670
Cussac-Fort-Médoc 	33460
Daignac 	33420
Dardenac 	33420
Daubèze 	33540
Dieulivol 	33580
Donnezac 	33860
Donzac 	33410
Doulezon 	33350
Escaudes 	33840
Escoussans 	33760
Espiet 	33420
Etauliers 	33820
Eynesse 	33220
Eyrans 	33390
Eysines 	33320
Faleyras 	33760
Fargues 	33210
Fargues-Saint-Hilaire 	33370
Flaujagues 	33350
Floirac 	33270
Floudès 	33190
Fontet 	33190
Fossès-et-Baleyssac 	33190
Fours 	33390
Francs 	33570
Fronsac 	33126
Frontenac 	33760
Gabarnac 	33410
Gaillan-en-Médoc 	33340
Gajac 	33430
Galgon 	33133
Gans 	33430
Gardegan-et-Tourtirac 	33350
Gauriac 	33710
Gauriaguet 	33240
Générac 	33920
Génissac 	33420
Gensac 	33890
Gironde-sur-Dropt 	33190
Giscos 	33840
Gornac 	33540
Goualade 	33840
Gours 	33660
Gradignan 	33170
Grayan-et-l'Hôpital 	33590
Grézillac 	33420
Grignols 	33690
Guillac 	33420
Guillos 	33720
Guîtres 	33230
Gujan-Mestras 	33470
Haux 	33550
Hostens 	33125
Hourtin 	33990
Hure 	33190
Illats 	33720
Isle-Saint-Georges 	33640
Izon 	33450
Jau-Dignac-et-Loirac 	33590
Jugazan 	33420
Juillac 	33890
La Brède 	33650
La Lande-de-Fronsac 	33240
La Réole 	33190
La Rivière 	33126
La Roquille 	33220
La Sauve 	33670
La Teste-de-Buch 	33260
Labarde 	33460
Labescau 	33690
Lacanau 	33680
Ladaux 	33760
Lados 	33124
Lagorce 	33230
Lalande-de-Pomerol 	33500
Lamarque 	33460
Lamothe-Landerron 	33190
Landerrouat 	33790
Landerrouet-sur-Ségur 	33540
Landiras 	33720
Langoiran 	33550
Langon 	33210
Lansac 	33710
Lanton 	33138
Lapouyade 	33620
Laroque 	33410
Lartigue 	33840
Laruscade 	33620
Latresne 	33360
Lavazan 	33690
Le Barp 	33114
Le Bouscat 	33110
Le Fieu 	33230
Le Haillan 	33185
Le Nizan 	33430
Le Pian-Médoc 	33290
Le Pian-sur-Garonne 	33490
Le Porge 	33680
Le Pout 	33670
Le Puy 	33580
Le Taillan-Médoc 	33320
Le Teich 	33470
Le Temple 	33680
Le Tourne 	33550
Le Tuzan 	33125
Le Verdon-sur-Mer 	33123
Lège-Cap-Ferret 	33950
Léogeats 	33210
Léognan 	33850
Lerm-et-Musset 	33840
Les Artigues-de-Lussac 	33570
Les Billaux 	33500
Les Eglisottes-et-Chalaures 	33230
Les Esseintes 	33190
Les Lèves-et-Thoumeyragues 	33220
Les Peintures 	33230
Les Salles-de-Castillon 	33350
Lesparre-Médoc 	33340
Lestiac-sur-Garonne 	33550
Libourne 	33500
Lignan-de-Bazas 	33430
Lignan-de-Bordeaux 	33360
Ligueux 	33220
Listrac-de-Durèze 	33790
Listrac-Médoc 	33480
Lormont 	33310
Loubens 	33190
Louchats 	33125
Loupes 	33370
Loupiac 	33410
Loupiac-de-la-Réole 	33190
Lucmau 	33840
Ludon-Médoc 	33290
Lugaignac 	33420
Lugasson 	33760
Lugon-et-l'Ile-du-Carnay 	33240
Lugos 	33830
Lussac 	33570
Macau 	33460
Madirac 	33670
Maransin 	33230
Marcenais 	33620
Marcheprime 	33380
Marcillac 	33860
Margaux 	33460
Margueron 	33220
Marimbault 	33430
Marions 	33690
Marsas 	33620
Martignas-sur-Jalle 	33127
Martillac 	33650
Martres 	33760
Masseilles 	33690
Massugas 	33790
Mauriac 	33540
Mazères 	33210
Mazion 	33390
Mérignac 	33700
Mérignas 	33350
Mesterrieux 	33540
Mios 	33380
Mombrier 	33710
Mongauzy 	33190
Monprimblanc 	33410
Monségur 	33580
Montagne 	33570
Montagoudin 	33190
Montignac 	33760
Montussan 	33450
Morizès 	33190
Mouillac 	33240
Mouliets-et-Villemartin 	33350
Moulis-en-Médoc 	33480
Moulon 	33420
Mourens 	33410
Naujac-sur-Mer 	33990
Naujan-et-Postiac 	33420
Néac 	33500
Nérigean 	33750
Neuffons 	33580
Noaillac 	33190
Noaillan 	33730
Omet 	33410
Ordonnac 	33340
Origne 	33113
Paillet 	33550
Parempuyre 	33290
Pauillac 	33250
Pellegrue 	33790
Périssac 	33240
Pessac 	33600
Pessac-sur-Dordogne 	33890
Petit-Palais-et-Cornemps 	33570
Peujard 	33240
Pineuilh 	33220
Plassac 	33390
Pleine-Selve 	33820
Podensac 	33720
Pomerol 	33500
Pompéjac 	33730
Pompignac 	33370
Pondaurat 	33190
Porchères 	33660
Portets 	33640
Préchac 	33730
Preignac 	33210
Prignac-en-Médoc 	33340
Prignac-et-Marcamps 	33710
Pugnac 	33710
Puisseguin 	33570
Pujols 	33350
Pujols-sur-Ciron 	33210
Puybarban 	33190
Puynormand 	33660
Pyla-sur-Mer 	33115
Queyrac 	33340
Quinsac 	33360
Rauzan 	33420
Reignac 	33860
Rimons 	33580
Riocaud 	33220
Rions 	33410
Roaillan 	33210
Romagne 	33760
Roquebrune 	33580
Ruch 	33350
Sablons 	33910
Sadirac 	33670
Saillans 	33141
Saint-Aignan 	33126
Saint-André-de-Cubzac 	33240
Saint-André-du-Bois 	33490
Saint-André-et-Appelles 	33220
Saint-Androny 	33390
Saint-Antoine 	33240
Saint-Antoine-du-Queyret 	33790
Saint-Antoine-sur-l'Isle 	33660
Saint-Aubin-de-Blaye 	33820
Saint-Aubin-de-Branne 	33420
Saint-Aubin-de-Médoc 	33160
Saint-Avit-de-Soulège 	33220
Saint-Avit-Saint-Nazaire 	33220
Saint-Brice 	33540
Saint-Caprais-de-Blaye 	33820
Saint-Caprais-de-Bordeaux 	33880
Saint-Christoly-de-Blaye 	33920
Saint-Christoly-Médoc 	33340
Saint-Christophe-de-Double 	33230
Saint-Christophe-des-Bardes 	33330
Saint-Cibard 	33570
Saint-Ciers-d'Abzac 	33910
Saint-Ciers-de-Canesse 	33710
Saint-Ciers-sur-Gironde 	33820
Saint-Côme 	33430
Saint-Denis-de-Pile 	33910
Saint-Emilion 	33330
Saint-Estèphe 	33180
Saint-Etienne-de-Lisse 	33330
Saint-Exupéry 	33190
Saint-Félix-de-Foncaude 	33540
Saint-Ferme 	33580
Saint-Genès-de-Blaye 	33390
Saint-Genès-de-Castillon 	33350
Saint-Genès-de-Fronsac 	33240
Saint-Genès-de-Lombaud 	33670
Saint-Genis-du-Bois 	33760
Saint-Germain-d'Esteuil 	33340
Saint-Germain-de-Grave 	33490
Saint-Germain-de-la-Rivière 	33240
Saint-Germain-du-Puch 	33750
Saint-Gervais 	33240
Saint-Girons-d'Aiguevives 	33920
Saint-Hilaire-de-la-Noaille 	33190
Saint-Hilaire-du-Bois 	33540
Saint-Hippolyte 	33330
Saint-Jean-d'Illac 	33127
Saint-Jean-de-Blaignac 	33420
Saint-Julien-Beychevelle 	33250
Saint-Laurent-d'Arce 	33240
Saint-Laurent-des-Combes 	33330
Saint-Laurent-du-Bois 	33540
Saint-Laurent-du-Plan 	33190
Saint-Laurent-Médoc 	33112
Saint-Léger-de-Balson 	33113
Saint-Léon 	33670
Saint-Loubert 	33210
Saint-Loubès 	33450
Saint-Louis-de-Montferrand 	33440
Saint-Macaire 	33490
Saint-Magne 	33125
Saint-Magne-de-Castillon 	33350
Saint-Maixant 	33490
Saint-Mariens 	33620
Saint-Martial 	33490
Saint-Martin-de-Laye 	33910
Saint-Martin-de-Lerm 	33540
Saint-Martin-de-Sescas 	33490
Saint-Martin-du-Bois 	33910
Saint-Martin-du-Puy 	33540
Saint-Martin-Lacaussade 	33390
Saint-Médard-d'Eyrans 	33650
Saint-Médard-de-Guizières 	33230
Saint-Médard-en-Jalles 	33160
Saint-Michel-de-Castelnau 	33840
Saint-Michel-de-Fronsac 	33126
Saint-Michel-de-Lapujade 	33190
Saint-Michel-de-Rieufret 	33720
Saint-Morillon 	33650
Saint-Palais 	33820
Saint-Pardon-de-Conques 	33210
Saint-Paul 	33390
Saint-Pey-d'Armens 	33330
Saint-Pey-de-Castets 	33350
Saint-Philippe-d'Aiguille 	33350
Saint-Philippe-du-Seignal 	33220
Saint-Pierre-d'Aurillac 	33490
Saint-Pierre-de-Bat 	33760
Saint-Pierre-de-Mons 	33210
Saint-Quentin-de-Baron 	33750
Saint-Quentin-de-Caplong 	33220
Saint-Romain-la-Virvée 	33240
Saint-Sauveur 	33250
Saint-Sauveur-de-Puynormand 	33660
Saint-Savin 	33920
Saint-Selve 	33650
Saint-Seurin-de-Bourg 	33710
Saint-Seurin-de-Cadourne 	33180
Saint-Seurin-de-Cursac 	33390
Saint-Seurin-sur-l'Isle 	33660
Saint-Sève 	33190
Saint-Sulpice-de-Faleyrens 	33330
Saint-Sulpice-de-Guilleragues 	33580
Saint-Sulpice-de-Pommiers 	33540
Saint-Sulpice-et-Cameyrac 	33450
Saint-Symphorien 	33113
Saint-Trojan 	33710
Saint-Vincent-de-Paul 	33440
Saint-Vincent-de-Pertignas 	33420
Saint-Vivien-de-Blaye 	33920
Saint-Vivien-de-Médoc 	33590
Saint-Vivien-de-Monségur 	33580
Saint-Yzan-de-Soudiac 	33920
Saint-Yzans-de-Médoc 	33340
Sainte-Colombe 	33350
Sainte-Croix-du-Mont 	33410
Sainte-Eulalie 	33560
Sainte-Florence 	33350
Sainte-Foy-la-Grande 	33220
Sainte-Foy-la-Longue 	33490
Sainte-Gemme 	33580
Sainte-Hélène 	33480
Sainte-Radegonde 	33350
Sainte-Terre 	33350
Salaunes 	33160
Salignac 	33240
Sallebœuf 	33370
Salles 	33770
Samonac 	33710
Saucats 	33650
Saugon 	33920
Saumos 	33680
Sauternes 	33210
Sauveterre-de-Guyenne 	33540
Sauviac 	33430
Savignac 	33124
Savignac-de-l'Isle 	33910
Semens 	33490
Sendets 	33690
Sigalens 	33690
Sillas 	33690
Soulac-sur-Mer 	33780
Soulignac 	33760
Soussac 	33790
Soussans 	33460
Tabanac 	33550
Taillecavat 	33580
Talais 	33590
Talence 	33400
Targon 	33760
Tarnès 	33240
Tauriac 	33710
Tayac 	33570
Teuillac 	33710
Tizac-de-Curton 	33420
Tizac-de-Lapouyade 	33620
Toulenne 	33210
Tresses 	33370
Uzeste 	33730
Valeyrac 	33340
Vayres 	33870
Vendays-Montalivet 	33930
Vensac 	33590
Vérac 	33240
Verdelais 	33490
Vertheuil 	33180
Vignonet 	33330
Villandraut 	33730
Villegouge 	33141
Villenave-d'Ornon 	33140
Villenave-de-Rions 	33550
Villeneuve 	33710
Virelade 	33720
Virsac 	33240
Yvrac 	33370
Landes	34045
Aire-sur-l'Adour 	40800
Amou 	40330
Angoumé 	40990
Angresse 	40150
Arboucave 	40320
Arengosse 	40110
Argelos 	40700
Argelouse 	40430
Arjuzanx 	40110
Arsague 	40330
Artassenx 	40090
Arthez-d'Armagnac 	40190
Arue 	40120
Arx 	40310
Aubagnan 	40700
Audignon 	40500
Audon 	40400
Aureilhan 	40200
Aurice 	40500
Azur 	40140
Bahus-Soubiran 	40320
Baigts 	40380
Banos 	40500
Bas-Mauco 	40500
Bascons 	40090
Bassercles 	40700
Bastennes 	40360
Bats 	40320
Baudignan 	40310
Bégaar 	40400
Belhade 	40410
Bélis 	40120
Bélus 	40300
Bénesse-lès-Dax 	40180
Bénesse-Maremne 	40230
Benquet 	40280
Bergouey 	40250
Betbezer-d'Armagnac 	40240
Beylongue 	40370
Beyries 	40700
Biarrotte 	40390
Bias 	40170
Biaudos 	40390
Biscarrosse 	40600
Bonnegarde 	40330
Boos 	40370
Bordères-et-Lamensans 	40270
Bostens 	40090
Bougue 	40090
Bourdalat 	40190
Bourriot-Bergonce 	40120
Brassempouy 	40330
Bretagne-de-Marsan 	40280
Brocas 	40420
Buanes 	40320
Cachen 	40120
Cagnotte 	40300
Callen 	40430
Campagne 	40090
Campet-et-Lamolère 	40090
Candresse 	40180
Canenx-et-Réaut 	40090
Capbreton 	40130
Carcarès-Sainte-Croix 	40400
Carcen-Ponson 	40400
Cassen 	40380
Castaignos-Souslens 	40700
Castandet 	40270
Castel-Sarrazin 	40330
Castelnau-Chalosse 	40360
Castelnau-Tursan 	40320
Castelner 	40700
Castets 	40260
Cauna 	40500
Cauneille 	40300
Caupenne 	40250
Cazalis 	40700
Cazères-sur-l'Adour 	40270
Cère 	40090
Classun 	40320
Clèdes 	40320
Clermont 	40180
Commensacq 	40210
Coudures 	40500
Créon-d'Armagnac 	40240
Dax 	40100
Doazit 	40700
Donzacq 	40360
Duhort-Bachen 	40800
Dumes 	40500
Escalans 	40310
Escource 	40210
Estibeaux 	40290
Estigarde 	40240
Eugénie-les-Bains 	40320
Eyres-Moncube 	40500
Fargues 	40500
Gaas 	40350
Gabarret 	40310
Gaillères 	40090
Gamarde-les-Bains 	40380
Garein 	40420
Garrey 	40180
Garrosse 	40110
Gastes 	40160
Gaujacq 	40330
Geaune 	40320
Geloux 	40090
Gibret 	40380
Goos 	40180
Gourbera 	40990
Gousse 	40465
Gouts 	40400
Grenade-sur-l'Adour 	40270
Habas 	40290
Hagetmau 	40700
Hastingues 	40300
Hauriet 	40250
Haut-Mauco 	40280
Herm 	40990
Herré 	40310
Heugas 	40180
Hinx 	40180
Hontanx 	40190
Horsarrieu 	40700
Josse 	40230
Labastide-Chalosse 	40700
Labastide-d'Armagnac 	40240
Labatut 	40300
Labenne 	40530
Labouheyre 	40210
Labrit 	40420
Lacajunte 	40320
Lacquy 	40120
Lacrabe 	40700
Laglorieuse 	40090
Lagrange 	40240
Lahosse 	40250
Laluque 	40465
Lamothe 	40250
Larbey 	40250
Larrivière 	40270
Latrille 	40800
Laurède 	40250
Lauret 	40320
Le Frêche 	40190
Le Leuy 	40250
Le Sen 	40420
Le Vignau 	40270
Lencouacq 	40120
Léon 	40550
Lesgor 	40400
Lesperon 	40260
Lévignacq 	40170
Linxe 	40260
Liposthey 	40410
Lit-et-Mixe 	40170
Losse 	40240
Louer 	40380
Lourquen 	40250
Lubbon 	40240
Lucbardez-et-Bargues 	40090
Lüe 	40210
Luglon 	40630
Lussagnet 	40270
Luxey 	40430
Magescq 	40140
Maillas 	40120
Maillères 	40120
Mano 	40410
Mant 	40700
Marpaps 	40330
Mauries 	40320
Maurrin 	40270
Mauvezin-d'Armagnac 	40240
Maylis 	40250
Mazerolles 	40090
Mées 	40990
Meilhan 	40400
Messanges 	40660
Mézos 	40170
Mimbaste 	40350
Mimizan 	40200
Miramont-Sensacq 	40320
Misson 	40290
Moliets-et-Maa 	40660
Momuy 	40700
Monget 	40700
Monségur 	40700
Mont-de-Marsan 	40000
Montaut 	40500
Montégut 	40190
Montfort-en-Chalosse 	40380
Montgaillard 	40500
Montsoué 	40500
Morcenx 	40110
Morganx 	40700
Mouscardès 	40290
Moustey 	40410
Mugron 	40250
Narrosse 	40180
Nassiet 	40330
Nerbis 	40250
Nousse 	40380
Oeyregave 	40300
Oeyreluy 	40180
Onard 	40380
Ondres 	40440
Onesse-et-Laharie 	40110
Orist 	40300
Orthevielle 	40300
Orx 	40230
Ossages 	40290
Ousse-Suzan 	40110
Ozourt 	40380
Parentis-en-Born 	40160
Parleboscq 	40310
Payros-Cazautets 	40320
Pécorade 	40320
Perquie 	40190
Pey 	40300
Peyre 	40700
Peyrehorade 	40300
Philondenx 	40320
Pimbo 	40320
Pissos 	40410
Pomarez 	40360
Pontenx-les-Forges 	40200
Pontonx-sur-l'Adour 	40465
Port-de-Lanne 	40300
Poudenx 	40700
Pouillon 	40350
Pouydesseaux 	40120
Poyanne 	40380
Poyartin 	40380
Préchacq-les-Bains 	40465
Pujo-le-Plan 	40190
Puyol-Cazalet 	40320
Renung 	40270
Retjons 	40120
Rimbez-et-Baudiets 	40310
Rion-des-Landes 	40370
Rivière-Saas-et-Gourby 	40180
Roquefort 	40120
Sabres 	40630
Saint-Agnet 	40800
Saint-André-de-Seignanx 	40390
Saint-Aubin 	40250
Saint-Avit 	40090
Saint-Barthélemy 	40390
Saint-Cricq-Chalosse 	40700
Saint-Cricq-du-Gave 	40300
Saint-Cricq-Villeneuve 	40190
Saint-Etienne-d'Orthe 	40300
